.000000 .000000 .000000 .039473 -.000000
.027027 -.044855 -.003030 -.014466 .043478
.122807 .060773 .088146 .086238 .078124
.057031 .029948 .066808 .013513 .019512
.063670 -.003793 -.039788 -.018644 -.024154
.003521 .050761 .082873 .074265 .049504
-.045614 -.033007 .002551 -.009646 -.028301
.058823 .041719 .081425 -.014610 .014563
.000000 -.019417 .002353 .001647 -.028708
.006944 -.025990 .007042 -.041118 -.024630
.010345 .006353 .083916 .010291 -.000000
-.030717 .020202 -.040860 -.039049 -.050505
-.003521 .118812 .089686 .060070 .021276
.060071 .079646 .028807 .036666 .026041
-.003333 -.001025 .0280000 .028938 -.010152
.055596 .091282 .042759 .059375 -.015812
.051282 -.007519 -.041431 -.016269 .058510
-.060976 -.043561 .023576 .004566 -.015075
-.035714 .018170 -.021113 -.007575 -.010204
.000000 -.021569 -.007843 .088549 .082474
-.006734 -.015030 -.086956 -.021037 -.019047
.000000 -.017294 .017316 .054441 .033980
.030508 .047619 .055319 -.008152 .032863
.023026 .012846 -.002016 .013698 -.031518
-.061093 -.043902 -.042424 -.029729 -.014084
.041096 .016326 .048523 .018105 .071428
-.013158 -.004016 -.038229 -.042407 -.048888
.003333 -.008065 -.014992 .000000 -.028037
-.056478 -.014228 -.038627 -.005714 -.019607
.051899 .018557 .066964 .020302 -.015000
-.013559 -.029352 .012552 -.008571 -.010152
-.037801 .003252 -.012397 -.020172 -.025641
-.021429 .031446 .039749 .016176 .005263
-.014599 -.024390 -.010060 .004341 -.005235
-.014815 -.020833 -.091463 -.007204 -.015789
.011278 -.017021 .064877 .065312 .026737
-.096654 -.075758 -.073529 -.053133 -.026041
.020576 .058548 .018141 .063309 .016042
.088710 .046460 .022272 .004059 -.000000
.007407 .019027 .045752 -.008086 .052631
-.022059 .002075 -.017272 -.021739 -.045000
-.031579 .010352 .012848 -.013888 .010695
.039370 .054303 -.014799 .011428 -.005291
.015151 .029154 -.021459 -.009887 -.021276
.000000 -.010466 .035088 -.014265 .038043
-.037313 -.024038 -.019068 -.024602 -.010471
.015504 -.027586 .006479 .022255 -.026455
.034351 .024316 .034335 .020319 .005434
-.036900 .011869 .014523 .007112 .016216
.068965 .014663 .016360 .038135 .063829
.089606 .079961 .102616 .002721 .020000
.000000 .016949 .029197 .002713 .004901
.059210 .077193 .019504 -.012178 .039024
.027950 .009772 .000000 -.000000 -.000265
-.004196 .014516 -.031696 -.004445 -.014354
.018405 -.046900 .061594 -.043235 -.029126
.069277 .056888 .040956 .040816 .020000
-.016901 -.018268 -.008197 -.005602 -.019607
-.017192 -.001618 -.001653 -.016901 .005000
-.040816 -.035656 .000000 .014326 .004975
-.018237 -.003361 -.028146 .035310 .014851
-.003096 -.021922 -.027257 .005457 .039024
.018634 .025862 -.017513 .018995 -.004694
-.057927 -.018487 .000000 -.023968 -.037735
.087379 .049657 .033868 .047748 .039215
.000000 -.011419 -.010345 -.005208 .028301
-.019367 -.011551 -.022817 .007853 .013761
-.046012 .035893 .044964 .040612 .004608
-.077170 -.004029 -.003442 .003797 -.027522
.034843 -.008157 -.018998 .008827 -.014151
-.006734 -.019737 -.026408 .023749 .014354
-.023729 -.019295 -.032550 -.001221 .023584
.065972 .024807 .057944 .020782 .004608
.000000 -.036728 -.014134 -.007185 .004587
-.052117 -.058925 -.069892 .009650 .009132
.054983 -.003683 .026975 -.002389 .009049
-.003257 -.009242 -.022514 .005988 -.013452
.022876 .033582 .001919 .026190 .004545
-.003195 -.005415 -.003831 -.013921 -.000165
.043590 -.014519 -.013385 .021176 .013824
-.009317 .013812 .021654 -.014927 -.009090
-.056426 -.005557 -.003854 -.023696 -.018348
.003322 -.041475 -.029014 -.002427 -.004672
.016556 .017308 .033864 .034063 .009389
-.009772 -.016068 -.003854 .014117 .013953
.026316 -.016330 -.009671 .032482 .027522
.009615 .009766 .017578 .016247 .017857
-.047619 -.027079 -.051823 -.045468 -.021929
-.026667 -.061630 -.056680 -.013452 -.040358
.010274 .023305 .034335 -.018181 -.004672
-.044068 .020704 -.006224 -.018518 .004694
.039007 .038540 .024988 -.028301 .032710
-.039457 -.029297 -.065844 -.015837 -.045758
.039568 .024145 -.006608 .028423 -.009661
-.031142 -.007941 .011080 .007537 .014634
.000000 -.020080 -.006579 .029925 -.004807
.021429 .049180 .006622 -.002421 .028985
.045454 .046375 .074561 .014563 .018779
.050167 .036380 .004082 -.011961 .009216
.019108 -.033303 .008362 .033898 .004566
